# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	18556
#@/user_id	e20759ef-d2df-41e6-b751-89c12cbdc2a3
a 	啊	c=105 d=0.0106531 t=18556
she gong ku 	社工庫	c=1 d=6.39476e-35 t=18556
she hui 	社會	c=14 d=1.95021e-05 t=18556
she hui zhu yi 	社會主義	c=1 d=5.80533e-15 t=18556
she ji 	涉及	c=1 d=0.0156076 t=18556
she ji tu 	設計圖	c=1 d=5.23113e-25 t=18556
she jiao 	社交	c=4 d=2.52476e-17 t=18556
she jiao ping tai 	社交平臺	c=1 d=1.96464e-33 t=18556
she me 	什麼	c=14 d=1.65875e-30 t=18556
she qu 	社區	c=5 d=4.44162e-16 t=18556
she shou 	射手	c=1 d=3.67168e-37 t=18556
she xiang tou 	攝像頭	c=2 d=2.01321e-18 t=18556
she zhi 	設置	c=48 d=0.00872619 t=18556
she zhi wei 	設置爲	c=1 d=5.09416e-07 t=18556
shei 	誰	c=4 d=1.72706e-12 t=18556
shei hui 	誰會	c=0 d=9.07305e-34 t=18556
shei hui lai 	誰會來	c=1 d=9.11853e-33 t=18556
shei you 	誰有	c=1 d=3.04584e-15 t=18556
shen 	深	c=7 d=1.894 t=18556
shen 	神	c=1 d=1.23431e-07 t=18556
shen bian 	身邊	c=1 d=2.77405e-33 t=18556
shen cha 	審查	c=1 d=2.23275e-38 t=18556
shen fen 	身份	c=7 d=0.0801856 t=18556
shen fen zheng 	身份證	c=2 d=1.18332e-38 t=18556
shen hua 	神話	c=3 d=3.02128e-08 t=18556
shen jing 	神經	c=1 d=5.70122e-08 t=18556
shen ju 	神劇	c=1 d=1.24219e-22 t=18556
shen me 	什麼	c=65 d=2.66084 t=18556
shen me yang 	什麼樣	c=1 d=1.28508e-39 t=18556
shen qing 	申請	c=21 d=0.884694 t=18556
shen si 	深思	c=1 d=1.88863e-10 t=18556
shen ti 	身體	c=1 d=6.9609e-33 t=18556
shen tou 	滲透	c=58 d=0.469163 t=18556
shen tou ce shi 	滲透測試	c=6 d=0.0436144 t=18556
shen xin 	深信	c=0 d=1.41613e-06 t=18556
shen xin fu 	深信服	c=3 d=0.381014 t=18556
shen xin fu 	神信服	c=1 d=1.2405e-06 t=18556
shen zhi 	甚至	c=2 d=4.13188e-33 t=18556
sheng 	生	c=2 d=4.79914e-11 t=18556
sheng 	聲	c=6 d=8.84184e-25 t=18556
sheng bi de bao 	聖彼得堡	c=3 d=2.15077e-27 t=18556
sheng chan 	生產	c=3 d=5.98416e-19 t=18556
sheng chan shang 	生產商	c=1 d=3.89143e-15 t=18556
sheng cheng 	生成	c=12 d=0.00119565 t=18556
sheng cun 	生存	c=1 d=5.65315e-26 t=18556
sheng huo 	生活	c=2 d=8.65516e-07 t=18556
sheng ming 	生命	c=1 d=4.43544e-25 t=18556
sheng ming 	聲明	c=1 d=0.0261214 t=18556
sheng ri 	生日	c=1 d=4.25197e-28 t=18556
sheng wu 	生物	c=1 d=1.5688e-33 t=18556
sheng xia 	剩下	c=1 d=2.2155e-35 t=18556
sheng xiao 	生效	c=6 d=2.67621e-11 t=18556
sheng yin 	聲音	c=3 d=2.87348e-27 t=18556
sheng yu 	剩餘	c=3 d=5.47005e-21 t=18556
shi 	事	c=1 d=1.51721e-22 t=18556
shi 	使	c=2 d=0.00110794 t=18556
shi 	式	c=2 d=3.53044e-17 t=18556
shi 	是	c=212 d=2.72739 t=18556
shi bai 	失敗	c=4 d=3.59163e-13 t=18556
shi bie 	識別	c=9 d=0.0420036 t=18556
shi bu shi 	是不是	c=1 d=1.15679e-37 t=18556
shi cha 	時差	c=1 d=1.64273e-16 t=18556
shi chang 	市場	c=4 d=3.34363e-35 t=18556
shi chang jia 	市場價	c=3 d=3.35386e-35 t=18556
shi chang jia ge 	市場價格	c=1 d=1.96497e-35 t=18556
shi de 	是的	c=2 d=3.47223e-27 t=18556
shi fang 	釋放	c=4 d=3.58895e-10 t=18556
shi fen 	十分	c=2 d=0.0300468 t=18556
shi fen bao qian 	十分抱歉	c=1 d=1.354e-36 t=18556
shi fen zhong 	十分鐘	c=1 d=3.27403e-12 t=18556
shi fou 	是否	c=10 d=8.79823e-11 t=18556
shi fu 	師傅	c=1 d=8.4467e-15 t=18556
shi ge 	十個	c=2 d=9.50507e-37 t=18556
shi ge 	詩歌	c=1 d=1.04888e-32 t=18556
shi guo 	試過	c=1 d=4.53753e-28 t=18556
shi guo o 	試過喔	c=1 d=2.77547e-39 t=18556
shi he 	適合	c=4 d=1.62949e-09 t=18556
shi hou 	時候	c=21 d=3.09363e-07 t=18556
shi ji 	實際	c=1 d=1.06455e-30 t=18556
shi ji shang 	實際上	c=1 d=2.6972e-26 t=18556
shi jian 	事件	c=3 d=0.00138093 t=18556
shi jian 	實踐	c=2 d=0.013369 t=18556
shi jian 	時間	c=11 d=0.271173 t=18556
shi jie 	世界	c=3 d=1.1151e-17 t=18556
shi juan 	試卷	c=1 d=3.70542e-27 t=18556
shi li 	示例	c=2 d=4.38832e-17 t=18556
shi mian 	失眠	c=1 d=7.92457e-29 t=18556
shi pin 	視頻	c=36 d=0.000178687 t=18556
shi qi 	使其	c=1 d=2.10752e-06 t=18556
shi qing 	事情	c=6 d=1.08788e-05 t=18556
shi shang 	時尚	c=1 d=1.89642e-29 t=18556
shi shi 	事實	c=1 d=1.17651e-30 t=18556
shi shi 	實時	c=0 d=1.56262e-17 t=18556
shi shi 	試試	c=22 d=0.618796 t=18556
shi shi kan lo 	實時看咯	c=1 d=1.57045e-16 t=18556
shi ti 	實體	c=2 d=3.36572e-34 t=18556
shi ti ka 	實體卡	c=3 d=1.22878e-12 t=18556
shi wu 	失誤	c=1 d=4.21325e-38 t=18556
shi wu 	食物	c=2 d=1.27026e-12 t=18556
shi xia 	時下	c=1 d=0.0125881 t=18556
shi xian 	實現	c=5 d=1.32403e-08 t=18556
shi xian 	視線	c=1 d=3.0447e-40 t=18556
shi xiang 	事項	c=1 d=1.07954e-18 t=18556
shi xiao 	失效	c=2 d=0.00411564 t=18556
shi yan shi 	實驗室	c=4 d=2.747e-06 t=18556
shi ye 	視野	c=1 d=0.0185924 t=18556
shi ye lv 	失業率	c=1 d=1.02794e-30 t=18556
shi yong 	使用	c=169 d=1.53957 t=18556
shi zai 	實在	c=3 d=2.73542e-07 t=18556
shi zai bu xing 	實在不行	c=1 d=2.08577e-31 t=18556
shi zhan 	實戰	c=8 d=0.224725 t=18556
shi zhan zhong 	實戰中	c=2 d=0.192935 t=18556
shou 	手	c=2 d=1.73084e-13 t=18556
shou 	瘦	c=1 d=3.14234e-29 t=18556
shou 	首	c=1 d=1.92011e-28 t=18556
shou dao 	受到	c=1 d=1.88113e-22 t=18556
shou dao 	收到	c=12 d=1.11955e-05 t=18556
shou dong 	手動	c=1 d=6.70527e-34 t=18556
shou fa 	手法	c=1 d=3.53022e-16 t=18556
shou fa 	收發	c=2 d=1.92949e-13 t=18556
shou fei 	收費	c=6 d=6.01193e-05 t=18556
shou hai 	受害	c=5 d=4.37962e-23 t=18556
shou hai zhe 	受害者	c=4 d=5.77904e-19 t=18556
shou hui 	手繪	c=1 d=1.62971e-40 t=18556
shou huo 	收穫	c=1 d=0.311923 t=18556
shou ji 	手機	c=7 d=0.477114 t=18556
shou ji 	收集	c=26 d=0.169499 t=18556
shou ji dao 	收集到	c=1 d=1.43777e-07 t=18556
shou ji hao 	手機號	c=1 d=2.15566e-07 t=18556
shou ji hao ma 	手機號碼	c=2 d=0.251579 t=18556
shou jia 	售價	c=2 d=0.444305 t=18556
shou jian ren 	收件人	c=1 d=3.9015e-16 t=18556
shou quan 	授權	c=1 d=2.84873e-22 t=18556
shou ru 	收入	c=2 d=7.22773e-05 t=18556
shou tao 	手套	c=1 d=9.0324e-39 t=18556
shou xian 	首先	c=9 d=0.000618254 t=18556
shou xie 	手寫	c=1 d=1.43133e-13 t=18556
shou ye 	首頁	c=6 d=6.3672e-06 t=18556
shou ye wen jian 	首頁文件	c=1 d=2.19047e-19 t=18556
shou yi 	收益	c=4 d=8.5825e-08 t=18556
shou zhi 	手指	c=1 d=6.28543e-38 t=18556
shu 	數	c=2 d=0.0013137 t=18556
shu 	書	c=4 d=0.275645 t=18556
shu 	術	c=5 d=7.49538e-21 t=18556
shu 	輸	c=1 d=1.39239e-12 t=18556
shu cai 	蔬菜	c=1 d=2.8005e-27 t=18556
shu chu 	輸出	c=4 d=3.869e-05 t=18556
shu fu 	舒服	c=5 d=2.09266e-11 t=18556
shu ji 	書籍	c=10 d=0.226185 t=18556
shu ju 	數據	c=16 d=2.74292e-12 t=18556
shu ju bao 	數據包	c=10 d=0.120633 t=18556
shu ju ku 	數據庫	c=10 d=0.0131096 t=18556
shu liang 	數量	c=1 d=0.000796726 t=18556
shu ru 	輸入	c=30 d=1.01245 t=18556
shu ru fa 	輸入法	c=7 d=0.467666 t=18556
shu tou 	梳頭	c=1 d=2.76792e-07 t=18556
shu wei ban 	數位板	c=1 d=1.18016e-37 t=18556
shu xi 	熟悉	c=0 d=1.24324e-33 t=18556
shu xing 	屬性	c=1 d=1.51824e-30 t=18556
shu xue 	數學	c=2 d=0.458406 t=18556
shu zhong 	書中	c=1 d=0.0162445 t=18556
shu zi 	數字	c=1 d=3.92707e-34 t=18556
shu zu 	數組	c=1 d=9.92918e-35 t=18556
shua ji 	刷機	c=5 d=1.35299e-17 t=18556
shua xin 	刷新	c=5 d=7.53444e-19 t=18556
shuai tui 	衰退	c=1 d=0.00134683 t=18556
shuang 	雙	c=1 d=1.25467e-22 t=18556
shuang fang 	雙方	c=3 d=2.2004e-13 t=18556
shuang gong 	雙工	c=1 d=8.34107e-14 t=18556
shuang xiang 	雙向	c=1 d=1.57698e-06 t=18556
shui 	水	c=1 d=1.19596e-17 t=18556
shui 	睡	c=3 d=2.23009e-24 t=18556
shui bei 	水杯	c=1 d=1.25011e-38 t=18556
shui bu zhao 	睡不着	c=1 d=1.68341e-39 t=18556
shui guo 	水果	c=2 d=9.55271e-37 t=18556
shui jiao 	睡覺	c=6 d=1.00001 t=18556
shui men 	水門	c=4 d=8.15948e-37 t=18556
shui ping 	水平	c=3 d=0.499074 t=18556
shui yi 	睡衣	c=1 d=1.28818e-38 t=18556
shun cha 	順差	c=1 d=3.58846e-32 t=18556
shun li 	順利	c=1 d=1.48666e-18 t=18556
shun xu 	順序	c=3 d=0.015453 t=18556
shuo 	說	c=24 d=0.0106854 t=18556
shuo bai 	說白	c=1 d=1.07247e-29 t=18556
shuo de 	說的	c=2 d=1.73502e-12 t=18556
shuo hua 	說話	c=2 d=1.90993e-13 t=18556
shuo ming 	說明	c=5 d=3.76414e-06 t=18556
shuo ne 	說呢	c=0 d=6.40041e-17 t=18556
shuo sha 	說啥	c=1 d=3.68632e-25 t=18556
shuo shi hua 	說實話	c=1 d=0.0029528 t=18556
si 	四	c=5 d=4.67015e-14 t=18556
si 	思	c=1 d=4.54618e-21 t=18556
si 	死	c=1 d=2.78463e-19 t=18556
si ci 	四次	c=8 d=4.69669e-13 t=18556
si da lin 	斯大林	c=1 d=5.63376e-15 t=18556
si fu qi 	伺服器	c=12 d=0.0104693 t=18556
si fu qi zhong 	伺服器中	c=1 d=1.00621e-14 t=18556
si ge 	四個	c=1 d=2.54895e-08 t=18556
si hu 	似乎	c=1 d=1.25189e-25 t=18556
si kao 	思考	c=1 d=2.53883e-20 t=18556
si lu 	思路	c=1 d=1.4345e-39 t=18556
si ren 	私人	c=3 d=0.0319048 t=18556
si wei 	思維	c=1 d=0.0194482 t=18556
si xiang 	思想	c=1 d=3.66918e-29 t=18556
si xin 	私信	c=1 d=1.09191e-05 t=18556
si zhong 	四種	c=1 d=7.24128e-27 t=18556
song 	送	c=2 d=1.24527e-14 t=18556
song ni 	送你	c=1 d=6.23369e-29 t=18556
song shu 	松鼠	c=2 d=1.02229e-24 t=18556
sou gou 	搜狗	c=1 d=6.82771e-41 t=18556
sou suo 	搜索	c=24 d=1.98787 t=18556
sou xun 	搜尋	c=1 d=2.8025e-06 t=18556
su 	素	c=1 d=1.18898e-07 t=18556
su cai 	素材	c=3 d=9.84474e-18 t=18556
su du 	速度	c=5 d=5.34382e-09 t=18556
su lian 	蘇聯	c=1 d=4.63486e-13 t=18556
suan 	算	c=7 d=7.79066e-05 t=18556
suan fa 	算法	c=6 d=0.00278124 t=18556
suan shu 	算數	c=1 d=4.00095e-18 t=18556
suan wo 	算我	c=1 d=1.38544e-12 t=18556
sui bian 	隨便	c=7 d=4.73349e-10 t=18556
sui ji 	隨機	c=1 d=6.66048e-14 t=18556
sui ran 	雖然	c=5 d=0.0255602 t=18556
sui shen 	隨身	c=4 d=5.05337e-38 t=18556
sui yang di 	隋煬帝	c=2 d=4.31373e-13 t=18556
sui yi 	隨意	c=5 d=0.00327971 t=18556
sun huai 	損壞	c=1 d=6.50931e-38 t=18556
suo 	所	c=5 d=1.67355 t=18556
suo ding 	鎖定	c=1 d=6.59645e-18 t=18556
suo yi 	所以	c=9 d=0.440432 t=18556
suo you 	所有	c=24 d=0.0165721 t=18556
suo you biao 	所有表	c=1 d=0.00444934 t=18556
suo you ren 	所有人	c=3 d=2.60899e-19 t=18556
suo zai 	所在	c=1 d=8.79591e-21 t=18556
ta 	他	c=18 d=0.927743 t=18556
ta 	她	c=9 d=0.384824 t=18556
ta 	它	c=5 d=1.39265e-23 t=18556
ta de 	他的	c=2 d=1.6998e-06 t=18556
ta men 	他們	c=8 d=1.21007e-08 t=18556
ta men 	它們	c=2 d=9.97047e-25 t=18556
ta ren 	他人	c=1 d=1.7558e-05 t=18556
ta shuo 	他說	c=1 d=2.42332e-31 t=18556
ta yao 	他要	c=1 d=2.08683e-37 t=18556
tai 	台	c=12 d=0.91888 t=18556
tai 	太	c=15 d=1.82969e-07 t=18556
tai 	臺	c=1 d=0.104874 t=18556
tai cha 	太差	c=1 d=1.90301e-11 t=18556
tai da 	太大	c=3 d=2.22814e-28 t=18556
tai dong 	太懂	c=1 d=8.44814e-17 t=18556
tai duo 	太多	c=1 d=1.70507e-13 t=18556
tai gao 	太高	c=2 d=1.03309e-30 t=18556
tai kuai 	太快	c=0 d=4.35132e-36 t=18556
tai man 	太慢	c=1 d=8.32662e-23 t=18556
tai shuang 	太爽	c=1 d=7.35447e-33 t=18556
tai wan 	臺灣	c=5 d=0.00150344 t=18556
tai you yi si 	太有意思	c=1 d=4.32064e-40 t=18556
tai yuan 	太遠	c=1 d=1.30073e-05 t=18556
tan 	彈	c=3 d=1.44149e-08 t=18556
tan 	譚	c=1 d=2.16455e-26 t=18556
tan ce 	探測	c=11 d=0.138149 t=18556
tan lun 	談論	c=1 d=1.26225e-34 t=18556
tan xun 	探尋	c=1 d=2.23199e-34 t=18556
tang na de 	唐納德	c=1 d=2.78899e-08 t=18556
tao 	套	c=1 d=6.66955e-30 t=18556
tao bao 	淘寶	c=1 d=1.06054e-15 t=18556
tao jian 	套件	c=1 d=9.28375e-09 t=18556
tao lun 	討論	c=5 d=3.67013e-05 t=18556
tao yan 	討厭	c=2 d=2.38553e-33 t=18556
te 	特	c=2 d=0.234723 t=18556
te bie 	特別	c=3 d=1.32516e-18 t=18556
te bie hao 	特別好	c=1 d=1.25595e-34 t=18556
te bie pang 	特別胖	c=1 d=3.11107e-29 t=18556
te gong 	特工	c=4 d=7.65619e-37 t=18556
te quan 	特權	c=6 d=0.519969 t=18556
te si la 	特斯拉	c=2 d=3.70933e-10 t=18556
te zheng 	特徵	c=2 d=4.21572e-07 t=18556
ti 	提	c=14 d=0.667465 t=18556
ti 	體	c=0 d=3.06319e-24 t=18556
ti chun 	提純	c=2 d=1.03435e-15 t=18556
ti dao 	提到	c=1 d=9.81367e-15 t=18556
ti gao 	提高	c=1 d=1.48126e-34 t=18556
ti gong 	提供	c=12 d=1.01101e-08 t=18556
ti huan 	替換	c=2 d=2.22781e-12 t=18556
ti jian 	體檢	c=1 d=1.7071e-27 t=18556
ti jiao 	提交	c=2 d=5.42207e-35 t=18556
ti mu 	題目	c=1 d=4.053e-23 t=18556
ti qu 	提取	c=2 d=4.94361e-07 t=18556
ti sheng 	提升	c=8 d=0.426845 t=18556
ti shi 	提示	c=3 d=1.10574e-06 t=18556
ti xing 	提醒	c=1 d=1.98783e-24 t=18556
ti xu dao 	剃鬚刀	c=1 d=1.23767e-38 t=18556
ti yan 	體驗	c=4 d=0.136014 t=18556
ti zi 	梯子	c=3 d=6.55908e-10 t=18556
tian 	天	c=7 d=0.168638 t=18556
tian chong 	填充	c=1 d=1.16081e-19 t=18556
tian jia 	添加	c=13 d=0.0148423 t=18556
tian kong 	天空	c=1 d=3.64901e-23 t=18556
tian qi 	天氣	c=8 d=8.93978e-06 t=18556
tian ru 	填入	c=1 d=5.22312e-07 t=18556
tian shi 	甜食	c=1 d=6.10194e-13 t=18556
tian suan 	天算	c=1 d=1.68604e-28 t=18556
tian tian 	天天	c=2 d=4.27183e-24 t=18556
tian tian qu 	天天去	c=1 d=7.31779e-33 t=18556
tian wen 	天文	c=1 d=7.94643e-32 t=18556
tian wen tai 	天文臺	c=1 d=7.4092e-32 t=18556
tian wen xue 	天文學	c=2 d=2.26921e-40 t=18556
tian xie 	填寫	c=5 d=0.162838 t=18556
tiao 	挑	c=1 d=6.00476e-30 t=18556
tiao 	條	c=1 d=0.00379148 t=18556
tiao cao 	跳槽	c=1 d=6.77287e-05 t=18556
tiao guo 	跳過	c=1 d=1.50186e-20 t=18556
tiao jian 	條件	c=8 d=0.00220948 t=18556
tiao xuan 	挑選	c=1 d=4.89775e-15 t=18556
tiao zheng 	調整	c=1 d=7.50456e-06 t=18556
tiao zhuan 	跳轉	c=1 d=6.10817e-25 t=18556
tie 	貼	c=1 d=2.54626e-25 t=18556
tie tong 	鐵通	c=2 d=1.22082e-16 t=18556
tie zi 	帖子	c=1 d=2.44135e-30 t=18556
ting 	聽	c=4 d=1.91053e-28 t=18556
ting liu 	停留	c=4 d=2.9013e-21 t=18556
ting shuo 	聽說	c=1 d=1.33711e-06 t=18556
ting shuo guo 	聽說過	c=2 d=6.90677e-38 t=18556
ting zhi 	停止	c=4 d=0.000539429 t=18556
ting zhi 	停滯	c=1 d=1.78198e-32 t=18556
tong 	同	c=2 d=2.55729e-17 t=18556
tong 	通	c=2 d=7.62057e-10 t=18556
tong bu 	同步	c=1 d=1.71951e-24 t=18556
tong deng 	同等	c=1 d=2.71265e-05 t=18556
tong guo 	通過	c=32 d=0.0265789 t=18556
tong ji 	統計	c=2 d=3.06642e-06 t=18556
tong pei fu 	通配符	c=1 d=2.19614e-20 t=18556
tong shang 	同上	c=1 d=0.000611253 t=18556
tong shi 	同時	c=6 d=3.62588e-07 t=18556
tong shi xue 	同時學	c=1 d=9.75943e-38 t=18556
tong xin 	通信	c=3 d=1.10042e-08 t=18556
tong xing zheng 	通行證	c=1 d=8.61413e-40 t=18556
tong xun 	通訊	c=2 d=1.93578e-06 t=18556
tong yang 	同樣	c=10 d=1.34858e-13 t=18556
tong yi 	同意	c=1 d=1.98061e-40 t=18556
tong zhi 	同志	c=1 d=6.07254e-15 t=18556
tong zhi 	通知	c=5 d=0.563215 t=18556
tou 	投	c=1 d=1.61355e-11 t=18556
tou 	頭	c=3 d=0.00932553 t=18556
tou fa 	頭髮	c=1 d=2.3279e-29 t=18556
tou ji 	投機	c=1 d=3.73618e-36 t=18556
tou piao 	投票	c=1 d=4.00163e-20 t=18556
tou xiang 	頭像	c=7 d=6.37544e-12 t=18556
tou zi 	投資	c=6 d=0.00664194 t=18556
tu 	吐	c=1 d=4.76368e-12 t=18556
tu 	圖	c=1 d=4.72271e-28 t=18556
tu 	途	c=1 d=1.16243e-06 t=18556
tu biao 	圖標	c=1 d=4.2985e-09 t=18556
tu di 	土地	c=1 d=6.29633e-29 t=18556
tu pian 	圖片	c=35 d=2.28519e-06 t=18556
tu ran 	突然	c=2 d=1.16905e-14 t=18556
tu shu guan 	圖書館	c=5 d=2.2683e-25 t=18556
tu xiang 	圖像	c=4 d=2.88088e-07 t=18556
tu xing 	圖形	c=1 d=3.397e-34 t=18556
tuan dui 	團隊	c=3 d=5.39914e-06 t=18556
tuan ti 	團體	c=1 d=2.99071e-06 t=18556
tui 	退	c=2 d=1.09475e-33 t=18556
tui chu 	退出	c=2 d=4.02661e-05 t=18556
tui guang 	推廣	c=1 d=4.24835e-18 t=18556
tui jian 	推薦	c=26 d=0.0334974 t=18556
tui kuan 	退款	c=1 d=0.171187 t=18556
tui qun 	退群	c=1 d=2.21173e-15 t=18556
tuo fu 	託福	c=2 d=0.00235786 t=18556
tuo guan 	託管	c=2 d=9.3062e-08 t=18556
tuo kuan 	拓寬	c=1 d=0.0184997 t=18556
tuo xie 	拖鞋	c=1 d=1.2315e-38 t=18556
wa 	哇	c=1 d=4.66777e-08 t=18556
wa 	挖	c=5 d=1.52731e-09 t=18556
wa bu dao 	挖補到	c=1 d=6.39714e-10 t=18556
wa dong 	挖洞	c=3 d=3.05372e-16 t=18556
wa jue 	挖掘	c=5 d=3.32159e-16 t=18556
wa zi 	襪子	c=1 d=1.22536e-38 t=18556
wai 	外	c=2 d=1.74734e-07 t=18556
wai guo 	外國	c=2 d=5.63962e-27 t=18556
wai lian 	外鏈	c=1 d=6.85026e-21 t=18556
wai mao 	外貿	c=1 d=2.94769e-12 t=18556
wai mian 	外面	c=1 d=2.86106e-14 t=18556
wai tao 	外套	c=1 d=1.11989e-38 t=18556
wan 	万	c=2 d=2.34084e-22 t=18556
wan 	完	c=4 d=4.676e-26 t=18556
wan 	晚	c=1 d=1.48843e-32 t=18556
wan 	灣	c=1 d=0.472367 t=18556
wan 	玩	c=15 d=1.4253e-05 t=18556
wan 	碗	c=1 d=3.18929e-27 t=18556
wan 	萬	c=1 d=4.89593e-40 t=18556
wan an 	晚安	c=8 d=1.5898e-13 t=18556
wan bi 	完畢	c=1 d=1.17775e-13 t=18556
wan bu qi 	玩不起	c=1 d=1.77647e-25 t=18556
wan can 	晚餐	c=2 d=1.00293e-06 t=18556
wan cheng 	完成	c=14 d=0.000185038 t=18556
wan fen zhi yi 	萬分之一	c=1 d=1.68346e-10 t=18556
wan guo 	玩過	c=1 d=2.3848e-19 t=18556
wan mei 	完美	c=1 d=7.65746e-08 t=18556
wan neng 	萬能	c=2 d=4.15772e-29 t=18556
wan quan 	完全	c=11 d=0.000104394 t=18556
wan shang 	晚上	c=15 d=1.05469 t=18556
wan shang hao 	晚上好	c=2 d=1.74161e-27 t=18556
wan shua 	玩耍	c=2 d=2.01594e-05 t=18556
wan sui 	萬歲	c=1 d=1.13666e-07 t=18556
wan wan 	玩玩	c=8 d=0.00186406 t=18556
wan xiao 	玩笑	c=1 d=6.32467e-23 t=18556
wan yi 	萬一	c=1 d=0.514274 t=18556
wan zheng 	完整	c=5 d=0.588617 t=18556
wang 	往	c=1 d=1.59115e-23 t=18556
wang 	王	c=0 d=9.53499e-30 t=18556
wang 	網	c=1 d=3.36721e-12 t=18556
wang guan 	網關	c=4 d=1.62897e-06 t=18556
wang ji 	忘記	c=5 d=3.48475e-09 t=18556
wang ka 	網卡	c=9 d=0.00198748 t=18556
wang lu 	網路	c=23 d=0.00268846 t=18556
wang luo 	網絡	c=15 d=7.26767e-11 t=18556
wang luo shang 	網絡上	c=1 d=2.91529e-29 t=18556
wang pan 	網盤	c=6 d=5.91757e-05 t=18556
wang qiao 	網橋	c=1 d=6.8715e-28 t=18556
wang shang 	網上	c=1 d=6.13983e-27 t=18556
wang su 	網速	c=2 d=1.63811e-11 t=18556
wang ye 	網頁	c=15 d=0.869628 t=18556
wang yi 	網易	c=1 d=2.35987e-13 t=18556
wang yu 	網域	c=2 d=0.000337144 t=18556
wang zhan 	網站	c=30 d=0.118505 t=18556
wang zhe 	王者	c=1 d=5.19337e-28 t=18556
wang zhi 	網址	c=2 d=9.32522e-32 t=18556
wei 	位	c=2 d=0.00116525 t=18556
wei 	微	c=1 d=2.62702e-10 t=18556
wei 	未	c=1 d=1.78939e-22 t=18556
wei 	爲	c=45 d=0.184428 t=18556
wei bei 	違背	c=1 d=3.91426e-25 t=18556
wei chi 	維持	c=3 d=5.18366e-06 t=18556
wei da 	偉大	c=1 d=1.50441e-40 t=18556
wei dao 	味道	c=2 d=1.2695e-12 t=18556
wei fa 	違法	c=3 d=4.00076e-30 t=18556
wei fan 	違反	c=3 d=4.39968e-18 t=18556
wei gui 	違規	c=2 d=2.68566e-05 t=18556
wei hu 	維護	c=4 d=2.46809e-11 t=18556
wei jin 	圍巾	c=1 d=8.98736e-39 t=18556
wei jing 	未經	c=1 d=2.77981e-28 t=18556
wei ke 	威客	c=0 d=1.6794e-12 t=18556
wei ke wang 	威客網	c=1 d=1.68782e-11 t=18556
wei kong 	爲空	c=1 d=2.53055e-11 t=18556
wei lai 	未來	c=5 d=4.93573e-10 t=18556
wei lai ren 	未來人	c=1 d=1.00447e-23 t=18556
wei le 	爲了	c=2 d=1.15443e-13 t=18556
wei nin 	爲您	c=1 d=4.58547e-34 t=18556
wei sha 	爲啥	c=4 d=8.00012e-23 t=18556
wei shen me 	爲什麼	c=8 d=0.0023461 t=18556
wei shi ji 	威士忌	c=1 d=3.41113e-24 t=18556
wei wo 	爲我	c=1 d=2.75411e-07 t=18556
wei xiao 	微笑	c=3 d=1.14286e-13 t=18556
wei xie 	威脅	c=1 d=1.5615e-37 t=18556
wei xin 	微信	c=8 d=3.03642e-08 t=18556
wei yi 	唯一	c=1 d=3.90748e-34 t=18556
wei zao 	僞造	c=10 d=8.45506e-11 t=18556
wei zhi 	位置	c=8 d=7.49312e-06 t=18556
wei zhi 	爲止	c=2 d=0.670327 t=18556
wei zhuang 	僞裝	c=1 d=3.12019e-34 t=18556
wen 	問	c=3 d=2.83307e-16 t=18556
wen 	文	c=4 d=2.15676e-13 t=18556
wen 	溫	c=1 d=3.17338e-27 t=18556
wen ben 	文本	c=3 d=2.90525e-11 t=18556
wen ben zhong 	文本中	c=1 d=1.40926e-36 t=18556
wen dang 	文檔	c=17 d=0.912803 t=18556
wen ding 	穩定	c=1 d=2.28499e-16 t=18556
wen du 	溫度	c=2 d=1.26861e-05 t=18556
wen ge hua 	溫哥華	c=1 d=1.33366e-05 t=18556
wen hou 	問候	c=2 d=1.10447e-32 t=18556
wen jian 	文件	c=73 d=1.47538 t=18556
wen jian jia 	文件夾	c=2 d=2.23474e-19 t=18556
wen juan 	問卷	c=1 d=1.95112e-40 t=18556
wen ku 	文庫	c=1 d=1.56853e-31 t=18556
wen ping 	文憑	c=10 d=0.00455405 t=18556
wen ti 	問題	c=25 d=0.85115 t=18556
wen wen 	問問	c=1 d=2.54982e-12 t=18556
wen wen ni 	問問你	c=1 d=3.76206e-29 t=18556
wen wo 	問我	c=1 d=0.0023344 t=18556
wen zhang 	文章	c=17 d=0.0026189 t=18556
wen zhu 	穩住	c=2 d=8.67159e-39 t=18556
wen zi 	文字	c=3 d=0.0249723 t=18556
wo 	我	c=455 d=8.90338 t=18556
wo bu xi huan 	我不喜歡	c=1 d=6.99817e-37 t=18556
wo cao 	我曹	c=1 d=7.25014e-12 t=18556
wo cong 	我從	c=1 d=1.48156e-07 t=18556
wo da suan 	我打算	c=1 d=4.17928e-31 t=18556
wo de 	我的	c=3 d=1.35566e-21 t=18556
wo dou 	我都	c=1 d=0.00212284 t=18556
wo gei ni 	我給你	c=1 d=5.49207e-26 t=18556
wo gei ni men 	我給你們	c=1 d=3.07907e-25 t=18556
wo hai 	我還	c=0 d=3.9136e-24 t=18556
wo hai mei you 	我還沒有	c=1 d=3.93321e-23 t=18556
wo he 	我和	c=1 d=4.95641e-08 t=18556
wo mei ge 	我每個	c=1 d=3.09019e-38 t=18556
